Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 1000. RT flexibility: 0.4. Blank can be this fraction of a sample: 0.3. S/N ratio: 4. Parts per million flexibility: 7. Processed on: 2019-11-04 09:26:21. 
"Replicate.Name","Mass.Feature","Retention.Time","Area","Background","Height","Mass.Error.PPM","Column","SN.Flag","area.min.Flag","ppm.Flag","RT.Flag","blank.Flag","all.Flags","Area.with.QC"
"180205_Smp_L1C32DCMless10m_C","Adenosyl Homocysteine",6.39,5760,0,"4671",0.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",5760
"180205_Smp_L1C32DCMless20m_A","Adenosyl Homocysteine",10.53,8464,0,"6692",-1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",8464
"180205_Smp_L1C32DCMless20m_B","Adenosyl Homocysteine",10.61,16480,0,"7718",-0.2,"HILICPos",NA,NA,NA,NA,NA,"",16480
"180205_Smp_L1C32DCMless20m_C","Adenosyl Homocysteine",13.87,8097,0,"7883",-1.5,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",8097
"180205_Smp_L1C33DCM_A","Adenosyl Homocysteine",10.52,6245,0,"4960",1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",6245
"180205_Smp_L1C33DCM_B","Adenosyl Homocysteine",10.51,10981,0,"9953",1.3,"HILICPos",NA,NA,NA,NA,NA,"",10981
"180205_Smp_L1C33DCM_C","Adenosyl Homocysteine",10.55,8408,0,"4714",-1.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",8408
"180205_Smp_L1C33DCMplus10m_A","Adenosyl Homocysteine",8.36,1000562,0,"61399",-7.4,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",1000562
"180205_Smp_L1C33DCMplus10m_B","Adenosyl Homocysteine",5.33,5733,0,"5278",0.3,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",5733
"180205_Smp_L1C33DCMplus10m_C","Adenosyl Homocysteine",7.18,14020,0,"13895",0,"HILICPos",NA,NA,NA,NA,NA,"",14020
"180205_Smp_L1C33DCMplus20m_A","Adenosyl Homocysteine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L1C33DCMplus20m_B","Adenosyl Homocysteine",5.96,4949,0,"3177",0.7,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",4949
"180205_Smp_L1C33DCMplus20m_C","Adenosyl Homocysteine",6.63,16947,0,"6215",2.2,"HILICPos",NA,NA,NA,NA,NA,"",16947
"180205_Smp_L2C1DCMless10m_A","Adenosyl Homocysteine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C1DCMless10m_B","Adenosyl Homocysteine",9.14,7597,0,"6031",2.3,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",7597
"180205_Smp_L2C1DCMless10m_C","Adenosyl Homocysteine",5.9,6940,0,"3858",-0.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",6940
"180205_Smp_L2C1DCMless20m_A","Adenosyl Homocysteine",8.36,1040554,0,"83667",-7.2,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",1040554
"180205_Smp_L2C1DCMless20m_B","Adenosyl Homocysteine",4.23,4755,0,"3762",0.6,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",4755
"180205_Smp_L2C1DCMless20m_C","Adenosyl Homocysteine",11.19,7056,0,"4493",-8.9,"HILICPos",NA,NA,"ppm.Flag",NA,"blank.Flag","ppm.Flag, blank.Flag",7056
"180205_Smp_L2C2DCM_A","Adenosyl Homocysteine",3.14,4205,0,"2623",1.9,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",4205
"180205_Smp_L2C2DCM_B","Adenosyl Homocysteine",3.88,10628,0,"6033",-0.5,"HILICPos",NA,NA,NA,NA,NA,"",10628
"180205_Smp_L2C2DCM_C","Adenosyl Homocysteine",3.78,8782,0,"5518",0.8,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",8782
"180205_Smp_L2C2DCMplus10m_A","Adenosyl Homocysteine",8.38,477723,0,"43092",-7.6,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",477723
"180205_Smp_L2C2DCMplus10m_B","Adenosyl Homocysteine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C2DCMplus10m_C","Adenosyl Homocysteine",5.83,7034,0,"7387",0,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",7034
"180205_Smp_L2C2DCMplus20m_A","Adenosyl Homocysteine",8.32,886770,0,"74447",-7.5,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",886770
"180205_Smp_L2C2DCMplus20m_B","Adenosyl Homocysteine",6.31,6997,0,"6516",0.5,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",6997
"180205_Smp_L2C2DCMplus20m_C","Adenosyl Homocysteine",3.97,7584,0,"7474",0.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",7584
"180205_Std_4uMStdsInH2O_1","Adenosyl Methionine",12.25,109475248,0,"5880333",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",109475248
"180205_Std_4uMStdsInH2O_2","Adenosyl Methionine",12.28,11694413,0,"579284",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",11694413
"180205_Std_4uMStdsInMatrix_1","Adenosyl Methionine",12.28,125496616,1632095,"6925061",-1.1,"HILICPos",NA,NA,NA,NA,NA,"",125496616
"180205_Std_4uMStdsInMatrix_2","Adenosyl Methionine",12.23,10340032,0,"616370",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",10340032
"180205_Blk_MQBlk_1","Adenosyl Methionine",12.39,5672,0,"5524",-5,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",5672
"180205_Blk_MQBlk_2","Adenosyl Methionine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Blk_MQBlk_3","Adenosyl Methionine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Blk_SWBlk_1","Adenosyl Methionine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Blk_SWBlk_2","Adenosyl Methionine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Blk_SWBlk_3","Adenosyl Methionine",17.29,5741,0,"3523",-6.5,"HILICPos",NA,NA,NA,NA,NA,"",5741
"180205_Poo_Sept29QC_1","Adenosyl Methionine",12.27,3051960,0,"169834",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",3051960
"180205_Poo_Sept29QC_2","Adenosyl Methionine",12.41,21427,0,"9475",-0.9,"HILICPos",NA,NA,NA,NA,NA,"",21427
"180205_Poo_Sept29QC_3","Adenosyl Methionine",12.41,38822,0,"8916",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",38822
"180205_Poo_Sept29QC_4","Adenosyl Methionine",13.06,7231,0,"6973",-0.5,"HILICPos",NA,NA,NA,NA,NA,"",7231
"180205_Poo_TruePoo_Full1","Adenosyl Methionine",12.33,2626855,24629,"161420",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",2626855
"180205_Poo_TruePoo_Full2","Adenosyl Methionine",12.42,26073,0,"9442",-1,"HILICPos",NA,NA,NA,NA,NA,"",26073
"180205_Poo_TruePoo_Full3","Adenosyl Methionine",12.21,34417,0,"8658",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",34417
"180205_Poo_TruePoo_Half1","Adenosyl Methionine",12.36,1234020,0,"71889",-1.3,"HILICPos",NA,NA,NA,NA,NA,"",1234020
"180205_Poo_TruePoo_Half2","Adenosyl Methionine",6.75,18651,0,"9382",1,"HILICPos",NA,NA,NA,NA,NA,"",18651
"180205_Poo_TruePoo_Half3","Adenosyl Methionine",12.14,8625,0,"8450",-0.4,"HILICPos",NA,NA,NA,NA,NA,"",8625
"180205_Smp_L1C32DCMless10m_A","Adenosyl Methionine",12.42,3135676,0,"160878",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",3135676
"180205_Smp_L1C32DCMless10m_B","Adenosyl Methionine",12.31,76630,0,"12769",-0.6,"HILICPos",NA,NA,NA,NA,NA,"",76630
"180205_Smp_L1C32DCMless10m_C","Adenosyl Methionine",12.25,156786,0,"15495",-2.2,"HILICPos",NA,NA,NA,NA,NA,"",156786
"180205_Smp_L1C32DCMless20m_A","Adenosyl Methionine",12.37,189214,0,"15647",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",189214
"180205_Smp_L1C32DCMless20m_B","Adenosyl Methionine",12.32,113884,0,"18638",-0.9,"HILICPos",NA,NA,NA,NA,NA,"",113884
"180205_Smp_L1C32DCMless20m_C","Adenosyl Methionine",12.37,236254,0,"19020",-1,"HILICPos",NA,NA,NA,NA,NA,"",236254
"180205_Smp_L1C33DCM_A","Adenosyl Methionine",12.52,8130,0,"4947",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",8130
"180205_Smp_L1C33DCM_B","Adenosyl Methionine",12.33,128954,0,"16054",-1.3,"HILICPos",NA,NA,NA,NA,NA,"",128954
"180205_Smp_L1C33DCM_C","Adenosyl Methionine",12.32,133374,0,"14522",-2.2,"HILICPos",NA,NA,NA,NA,NA,"",133374
"180205_Smp_L1C33DCMplus10m_A","Adenosyl Methionine",12.31,3020405,0,"172462",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",3020405
"180205_Smp_L1C33DCMplus10m_B","Adenosyl Methionine",12.31,41414,0,"11807",-1.1,"HILICPos",NA,NA,NA,NA,NA,"",41414
"180205_Smp_L1C33DCMplus10m_C","Adenosyl Methionine",12.34,83597,0,"14003",-1.6,"HILICPos",NA,NA,NA,NA,NA,"",83597
"180205_Smp_L1C33DCMplus20m_A","Adenosyl Methionine",12.38,15460,0,"7911",-0.5,"HILICPos",NA,NA,NA,NA,NA,"",15460
"180205_Smp_L1C33DCMplus20m_B","Adenosyl Methionine",6.81,685567,0,"35848",0.5,"HILICPos",NA,NA,NA,NA,NA,"",685567
"180205_Smp_L1C33DCMplus20m_C","Adenosyl Methionine",6.75,712685,0,"36008",0.8,"HILICPos",NA,NA,NA,NA,NA,"",712685
"180205_Smp_L2C1DCMless10m_A","Adenosyl Methionine",12.61,8161,0,"5743",0.5,"HILICPos",NA,NA,NA,NA,NA,"",8161
"180205_Smp_L2C1DCMless10m_B","Adenosyl Methionine",12.46,17312,0,"9242",-1.1,"HILICPos",NA,NA,NA,NA,NA,"",17312
"180205_Smp_L2C1DCMless10m_C","Adenosyl Methionine",12.35,56208,0,"10571",-1.3,"HILICPos",NA,NA,NA,NA,NA,"",56208
"180205_Smp_L2C1DCMless20m_A","Adenosyl Methionine",12.33,4070390,0,"236270",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",4070390
"180205_Smp_L2C1DCMless20m_B","Adenosyl Methionine",12.29,116883,0,"15880",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",116883
"180205_Smp_L2C1DCMless20m_C","Adenosyl Methionine",12.38,104130,0,"12244",-1.1,"HILICPos",NA,NA,NA,NA,NA,"",104130
"180205_Smp_L2C2DCM_A","Adenosyl Methionine",12.31,30929,0,"8279",-0.7,"HILICPos",NA,NA,NA,NA,NA,"",30929
"180205_Smp_L2C2DCM_B","Adenosyl Methionine",12.35,51207,0,"12714",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",51207
"180205_Smp_L2C2DCM_C","Adenosyl Methionine",12.32,44993,0,"10571",-0.6,"HILICPos",NA,NA,NA,NA,NA,"",44993
"180205_Smp_L2C2DCMplus10m_A","Adenosyl Methionine",12.35,1750994,0,"99792",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",1750994
"180205_Smp_L2C2DCMplus10m_B","Adenosyl Methionine",12.52,11914,0,"7410",-0.9,"HILICPos",NA,NA,NA,NA,NA,"",11914
"180205_Smp_L2C2DCMplus10m_C","Adenosyl Methionine",12.34,21079,0,"7562",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",21079
"180205_Smp_L2C2DCMplus20m_A","Adenosyl Methionine",12.35,1405363,0,"80659",-1.6,"HILICPos",NA,NA,NA,NA,NA,"",1405363
"180205_Smp_L2C2DCMplus20m_B","Adenosyl Methionine",12.4,22610,0,"8464",-0.2,"HILICPos",NA,NA,NA,NA,NA,"",22610
"180205_Smp_L2C2DCMplus20m_C","Adenosyl Methionine",12.37,8433,0,"7187",-0.3,"HILICPos",NA,NA,NA,NA,NA,"",8433
"180205_Std_4uMStdsInH2O_1","Alanine",10.93,48367144,2222458,"3361998",0,"HILICPos",NA,NA,NA,NA,NA,"",48367144
"180205_Std_4uMStdsInH2O_2","Alanine",10.72,33584212,1882085,"1414323",-0.7,"HILICPos",NA,NA,NA,NA,NA,"",33584212
"180205_Std_4uMStdsInMatrix_1","Alanine",10.98,45807204,2221690,"3362788",0,"HILICPos",NA,NA,NA,NA,NA,"",45807204
"180205_Std_4uMStdsInMatrix_2","Alanine",10.98,28754318,1752738,"1880324",-0.8,"HILICPos",NA,NA,NA,NA,NA,"",28754318
"180205_Blk_MQBlk_1","Alanine",10.95,566822,630727,"57621",-0.1,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",566822
"180205_Blk_MQBlk_2","Alanine",10.93,148494,360881,"17564",-0.3,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",148494
"180205_Blk_MQBlk_3","Alanine",10.84,1441303,826504,"116650",-0.5,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1441303
"180205_Blk_SWBlk_1","Alanine",11.04,43610,0,"7809",-0.3,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",43610
"180205_Blk_SWBlk_2","Alanine",10.94,7264,34570,"4410",-0.1,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",7264
"180205_Blk_SWBlk_3","Alanine",11.13,11560,55591,"4397",-0.6,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",11560
"180205_Poo_Sept29QC_1","Alanine",11.11,6629083,303124,"717754",-0.4,"HILICPos",NA,NA,NA,NA,NA,"",6629083
"180205_Poo_Sept29QC_2","Alanine",11.24,1362274,268550,"144785",-0.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",1362274
"180205_Poo_Sept29QC_3","Alanine",11.19,956222,299990,"100262",-0.9,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",956222
"180205_Poo_Sept29QC_4","Alanine",11.24,1730645,28291,"161935",-0.4,"HILICPos",NA,NA,NA,NA,NA,"",1730645
"180205_Poo_TruePoo_Full1","Alanine",11.11,9161359,415571,"952238",-0.2,"HILICPos",NA,NA,NA,NA,NA,"",9161359
"180205_Poo_TruePoo_Full2","Alanine",11.22,1917366,392170,"213176",-0.3,"HILICPos",NA,NA,NA,NA,NA,"",1917366
"180205_Poo_TruePoo_Full3","Alanine",11.17,935432,355605,"107976",-0.5,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",935432
"180205_Poo_TruePoo_Half1","Alanine",11.09,6404440,403070,"525562",-0.2,"HILICPos",NA,NA,NA,NA,NA,"",6404440
"180205_Poo_TruePoo_Half2","Alanine",11.15,2545743,450380,"221777",-0.3,"HILICPos",NA,NA,NA,NA,NA,"",2545743
"180205_Poo_TruePoo_Half3","Alanine",11.13,2289286,543272,"215658",-0.6,"HILICPos",NA,NA,NA,NA,NA,"",2289286
"180205_Smp_L1C32DCMless10m_A","Alanine",11.21,5745780,1126134,"758037",-0.4,"HILICPos",NA,NA,NA,NA,NA,"",5745780
"180205_Smp_L1C32DCMless10m_B","Alanine",11.19,2061926,432910,"233111",-0.4,"HILICPos",NA,NA,NA,NA,NA,"",2061926
"180205_Smp_L1C32DCMless10m_C","Alanine",11.19,1876238,555411,"254151",-0.5,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1876238
"180205_Smp_L1C32DCMless20m_A","Alanine",11.24,3027177,626904,"339474",-0.1,"HILICPos",NA,NA,NA,NA,NA,"",3027177
"180205_Smp_L1C32DCMless20m_B","Alanine",11.22,3029131,571295,"372906",-0.5,"HILICPos",NA,NA,NA,NA,NA,"",3029131
"180205_Smp_L1C32DCMless20m_C","Alanine",11.16,2676672,595295,"316411",-0.5,"HILICPos",NA,NA,NA,NA,NA,"",2676672
"180205_Smp_L1C33DCM_A","Alanine",11.25,2873920,473906,"291468",-0.2,"HILICPos",NA,NA,NA,NA,NA,"",2873920
"180205_Smp_L1C33DCM_B","Alanine",11.22,3407474,1116208,"446540",-0.5,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",3407474
"180205_Smp_L1C33DCM_C","Alanine",11.17,975525,476365,"121270",-0.9,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",975525
"180205_Smp_L1C33DCMplus10m_A","Alanine",11.16,9106207,1502773,"1155013",-0.4,"HILICPos",NA,NA,NA,NA,NA,"",9106207
"180205_Smp_L1C33DCMplus10m_B","Alanine",11.21,2474904,870452,"301276",-0.4,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",2474904
"180205_Smp_L1C33DCMplus10m_C","Alanine",11.17,1818553,511372,"209860",-0.7,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1818553
"180205_Smp_L1C33DCMplus20m_A","Alanine",11.3,2212800,499006,"246353",-0.4,"HILICPos",NA,NA,NA,NA,NA,"",2212800
"180205_Smp_L1C33DCMplus20m_B","Alanine",11.2,1706940,430325,"248109",-0.2,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1706940
"180205_Smp_L1C33DCMplus20m_C","Alanine",11.19,1472288,641638,"180580",-0.5,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1472288
"180205_Smp_L2C1DCMless10m_A","Alanine",11.27,1764109,390183,"198476",-0.4,"HILICPos",NA,NA,NA,NA,NA,"",1764109
"180205_Smp_L2C1DCMless10m_B","Alanine",11.24,1687096,367814,"178716",-0.5,"HILICPos",NA,NA,NA,NA,NA,"",1687096
"180205_Smp_L2C1DCMless10m_C","Alanine",11.17,752422,353208,"91338",-0.8,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",752422
"180205_Smp_L2C1DCMless20m_A","Alanine",11.14,5929858,440416,"654315",0.1,"HILICPos",NA,NA,NA,NA,NA,"",5929858
"180205_Smp_L2C1DCMless20m_B","Alanine",11.2,1437785,351987,"152899",-0.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",1437785
"180205_Smp_L2C1DCMless20m_C","Alanine",11.19,678562,334428,"87401",-0.7,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",678562
"180205_Smp_L2C2DCM_A","Alanine",11.26,2545939,415710,"287146",-0.6,"HILICPos",NA,NA,NA,NA,NA,"",2545939
"180205_Smp_L2C2DCM_B","Alanine",11.22,2621687,714095,"339945",-0.5,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",2621687
"180205_Smp_L2C2DCM_C","Alanine",11.19,1262220,389189,"142959",-0.3,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",1262220
"180205_Smp_L2C2DCMplus10m_A","Alanine",11.16,3790278,578491,"472808",-0.2,"HILICPos",NA,NA,NA,NA,NA,"",3790278
"180205_Smp_L2C2DCMplus10m_B","Alanine",11.19,1423359,500795,"190701",-0.2,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",1423359
"180205_Smp_L2C2DCMplus10m_C","Alanine",11.16,705746,518799,"108048",-0.9,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",705746
"180205_Smp_L2C2DCMplus20m_A","Alanine",11.18,4094450,319033,"498957",-0.2,"HILICPos",NA,NA,NA,NA,NA,"",4094450
"180205_Smp_L2C2DCMplus20m_B","Alanine",11.24,1046533,369104,"131320",-0.6,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",1046533
"180205_Smp_L2C2DCMplus20m_C","Alanine",11.16,412616,943163,"58057",-0.7,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",412616
"180205_Std_4uMStdsInH2O_1","Aminobutyric Acid",11.66,291531904,43860412,"20860166",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",291531904
"180205_Std_4uMStdsInH2O_2","Aminobutyric Acid",11.6,151354064,28282542,"10359998",-2.1,"HILICPos",NA,NA,NA,NA,NA,"",151354064
"180205_Std_4uMStdsInMatrix_1","Aminobutyric Acid",11.69,253498048,36221952,"17308502",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",253498048
"180205_Std_4uMStdsInMatrix_2","Aminobutyric Acid",11.66,151879968,22969478,"9848747",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",151879968
"180205_Blk_MQBlk_1","Aminobutyric Acid",11.97,1335150,22767550,"152054",-1.5,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",1335150
"180205_Blk_MQBlk_2","Aminobutyric Acid",11.77,923283,11523041,"98174",-1,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",923283
"180205_Blk_MQBlk_3","Aminobutyric Acid",12.11,312108,13386812,"87164",-1.7,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",312108
"180205_Blk_SWBlk_1","Aminobutyric Acid",11.65,47236660,6616073,"622239",-1.6,"HILICPos",NA,NA,NA,NA,NA,"",47236660
"180205_Blk_SWBlk_2","Aminobutyric Acid",11.62,35421660,5461992,"502332",-1.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",35421660
"180205_Blk_SWBlk_3","Aminobutyric Acid",11.73,45437596,4733032,"536422",-1.8,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",45437596
"180205_Poo_Sept29QC_1","Aminobutyric Acid",11.71,13974049,40797400,"650278",-1.7,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",13974049
"180205_Poo_Sept29QC_2","Aminobutyric Acid",11.72,60484544,5452750,"827584",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",60484544
"180205_Poo_Sept29QC_3","Aminobutyric Acid",11.71,54333212,4758682,"902191",-2.1,"HILICPos",NA,NA,NA,NA,NA,"",54333212
"180205_Poo_Sept29QC_4","Aminobutyric Acid",11.69,55300796,4661660,"743527",-1.6,"HILICPos",NA,NA,NA,NA,NA,"",55300796
"180205_Poo_TruePoo_Full1","Aminobutyric Acid",11.76,132676488,10949103,"1223583",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",132676488
"180205_Poo_TruePoo_Full2","Aminobutyric Acid",11.75,33969472,2807563,"689085",-1.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",33969472
"180205_Poo_TruePoo_Full3","Aminobutyric Acid",11.65,46050824,4101219,"870244",-1.6,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",46050824
"180205_Poo_TruePoo_Half1","Aminobutyric Acid",11.78,105656848,41855540,"912436",-1.5,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",105656848
"180205_Poo_TruePoo_Half2","Aminobutyric Acid",11.18,7486730,47656676,"221527",-1.5,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",7486730
"180205_Poo_TruePoo_Half3","Aminobutyric Acid",11.74,33935660,31647932,"478904",-1.8,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",33935660
"180205_Smp_L1C32DCMless10m_A","Aminobutyric Acid",11.71,96252992,9470301,"1098954",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",96252992
"180205_Smp_L1C32DCMless10m_B","Aminobutyric Acid",11.73,48131408,3685576,"785486",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",48131408
"180205_Smp_L1C32DCMless10m_C","Aminobutyric Acid",11.71,57456408,6308889,"886026",-2,"HILICPos",NA,NA,NA,NA,NA,"",57456408
"180205_Smp_L1C32DCMless20m_A","Aminobutyric Acid",11.8,50231396,5616478,"783177",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",50231396
"180205_Smp_L1C32DCMless20m_B","Aminobutyric Acid",11.73,51590576,3697248,"901330",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",51590576
"180205_Smp_L1C32DCMless20m_C","Aminobutyric Acid",11.65,41028696,2259297,"1252317",-1.7,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",41028696
"180205_Smp_L1C33DCM_A","Aminobutyric Acid",11.83,58305768,6988679,"736758",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",58305768
"180205_Smp_L1C33DCM_B","Aminobutyric Acid",11.75,47531920,4521327,"950256",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",47531920
"180205_Smp_L1C33DCM_C","Aminobutyric Acid",11.73,83188056,8133713,"810237",-2.2,"HILICPos",NA,NA,NA,NA,NA,"",83188056
"180205_Smp_L1C33DCMplus10m_A","Aminobutyric Acid",11.73,130492624,13994674,"1449150",-1.6,"HILICPos",NA,NA,NA,NA,NA,"",130492624
"180205_Smp_L1C33DCMplus10m_B","Aminobutyric Acid",11.69,37981664,3290271,"1013433",-1.6,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",37981664
"180205_Smp_L1C33DCMplus10m_C","Aminobutyric Acid",11.68,40204012,3349070,"938743",-1.8,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",40204012
"180205_Smp_L1C33DCMplus20m_A","Aminobutyric Acid",11.86,55679932,5747656,"833391",-1.6,"HILICPos",NA,NA,NA,NA,NA,"",55679932
"180205_Smp_L1C33DCMplus20m_B","Aminobutyric Acid",11.82,65481296,6485912,"749242",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",65481296
"180205_Smp_L1C33DCMplus20m_C","Aminobutyric Acid",11.65,37482948,3095252,"948178",-1.7,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",37482948
"180205_Smp_L2C1DCMless10m_A","Aminobutyric Acid",11.73,32977828,4144597,"670210",-1.5,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",32977828
"180205_Smp_L2C1DCMless10m_B","Aminobutyric Acid",11.79,47501536,2960829,"795795",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",47501536
"180205_Smp_L2C1DCMless10m_C","Aminobutyric Acid",11.79,81442832,8677720,"712954",-2,"HILICPos",NA,NA,NA,NA,NA,"",81442832
"180205_Smp_L2C1DCMless20m_A","Aminobutyric Acid",11.71,132268816,11668570,"1196275",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",132268816
"180205_Smp_L2C1DCMless20m_B","Aminobutyric Acid",11.73,43999512,5321303,"681376",-1.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",43999512
"180205_Smp_L2C1DCMless20m_C","Aminobutyric Acid",11.76,77208976,10713040,"677095",-1.8,"HILICPos",NA,NA,NA,NA,NA,"",77208976
